Prey_Highest,Prey_Higher,Prey_Phylum,Prey_Class,Prey_Order,Prey_Family,Prey_Genus,Prey_Species,Prey_Species_Current,Prey_Count,Snake_Species,Snake_Subspecies,FullSpName,Age_Class,SVL(mm),Sex,Location,Latitude,Longitude,Citation,Full_Citation
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates pipiens,Lithobates pipiens,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,Adult,,,United States,41.63320,-90.04170,Markezich_2010,"Markezich, A. THAMNOPHIS SIRTALIS (Common Gartersnake). SCAVENGING. 2010. Herpetological Review 41(1): 99-100"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,,,1,Thamnophis_eques,_eques,Thamnophis_eques_eques,,,,"Sutton County, Texas",31.50212,-99.35504,Marr_1944,"Marr, J. C. (1944). Notes on Amphibians and Reptiles from the Central United States. The American Midland Naturalist, 32(2), 478–490. https://doi.org/10.2307/2421310"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris clarkii,Pseudacris clarkii,1,Thamnophis_marcianus,,Thamnophis_marcianus,,,,"Schleicher County, Texas",31.50212,-99.35504,Marr_1944,"Marr, J. C. (1944). Notes on Amphibians and Reptiles from the Central United States. The American Midland Naturalist, 32(2), 478–490. https://doi.org/10.2307/2421310"
Fish,Fish,Chordata,Actinopterygii,,,,,,2,Thamnophis_radix,,Thamnophis_radix,,,,Kansas,,,Marr_1944,"Marr, J. C. (1944). Notes on Amphibians and Reptiles from the Central United States. The American Midland Naturalist, 32(2), 478–490. https://doi.org/10.2307/2421310"
Mammal,Mouse,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,1,Thamnophis_radix,,Thamnophis_radix,,,,Kansas,,,Marr_1944,"Marr, J. C. (1944). Notes on Amphibians and Reptiles from the Central United States. The American Midland Naturalist, 32(2), 478–490. https://doi.org/10.2307/2421310"
Invertebrate,Grasshopper,Arthropoda,Insecta,Orthoptera,Acrididae,,,,1,Thamnophis_sirtalis,_parietalis,Thamnophis_sirtalis_parietalis,,,,United States,41.52913,-99.80594,Marr_1944,"Marr, J. C. (1944). Notes on Amphibians and Reptiles from the Central United States. The American Midland Naturalist, 32(2), 478–490. https://doi.org/10.2307/2421310"
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Isthmura,Isthmura bellii,Isthmura bellii,1,Thamnophis_mendax,,Thamnophis_mendax,,,,"Gomez Farias, Gomez Farias, Tamaulipas",23.03333,-99.15167,Martin_1958,"Martin, Paul. (1958). A biogeography of reptiles and amphibians in the Gomez Farias region, Tamaulipas, Mexico. 1958. Miscellaneous Publications of the Museum of Zoology University of Michigan 101: 1-102"
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Pseudoeurycea,Pseudoeurycea scandens,Aquiloeurycea scandens,1,Thamnophis_mendax,,Thamnophis_mendax,,,,"Gomez Farias, Gomez Farias, Tamaulipas",23.03333,-99.15167,Martin_1958,"Martin, Paul. (1958). A biogeography of reptiles and amphibians in the Gomez Farias region, Tamaulipas, Mexico. 1958. Miscellaneous Publications of the Museum of Zoology University of Michigan 101: 1-102"
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,15,Thamnophis_sirtalis,_pallidulus,Thamnophis_sirtalis_pallidulus,Adult,481,Male,Canada,45.59854,-67.44040,Mcalpine_et_al_2019,"McAlpine, D., Reynolds, J., Schueler, F. THAMNOPHIS SIRTALIS PALLIDULUS (Maritime Gartesnake). DIET. 2019. Herpetological Review 50(4): 815-815"
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates chiricahuensis,Lithobates chiricahuensis,1,Thamnophis_cyrtopsis,,Thamnophis_cyrtopsis,Adult,500,,"Gardner Canyon, Arizona",31.71155,110.75695,McCall_et_al_2017,"McCall, H., Akins, C., Mosley, C. 2017. THAMNOPHIS CYRTOPSIS (Black-necked Gartersnake). DIET AND SEASONAL ACTIVITY. Herpetological Review 48(1), 2017."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates chiricahuensis,Lithobates chiricahuensis,2,Thamnophis_cyrtopsis,,Thamnophis_cyrtopsis,Adult,650,,"Greaterville, Arizona",31.76755,110.75961,McCall_et_al_2017,"McCall, H., Akins, C., Mosley, C. 2017. THAMNOPHIS CYRTOPSIS (Black-necked Gartersnake). DIET AND SEASONAL ACTIVITY. Herpetological Review 48(1), 2017."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Pseudacris,,,1,Thamnophis_sauritus,_sauritus,Thamnophis_sauritus_sauritus,,,,"Tygart Valey River, Rnadolph County, WV",,,McCoard_2008,"McCoard, Noah. (2008) ""Ecology, Reproduction and Morphometrics of the Common Ribbonsnake (Thamnophis sauritus) and Eastern
Gartersnake (Thamnophis sirtalis) in West Virginia"".. Theses, Dissertations and Capstones. Paper 310."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Acris,Acris blanchardi,Acris blanchardi,1,Thamnophis_proximus ,_proximus,Thamnophis_proximus _proximus,Juvenile,,,"Boehler Seeps and Sandhills Preserve, Atoka County, Oklahoma",35.58794,-97.51136,McKnight_et_al_2014,"McKnight, D. T., Harmon, J. R., McKnight, J. L., & Ligon, D. B. (2014). Notes on the diets of seven sympatric snakes in the genera Agkistrodon, Nerodia, Sistrurus, and Thamnophis. Herpetology Notes."
Amphibian,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Acris,Acris blanchardi,Acris blanchardi,1,Thamnophis_proximus ,_proximus ,Thamnophis_proximus _proximus ,Adult ,,,"Boehler Seeps and Sandhills Preserve, Atoka County, OK",,,McKnight_et_al_2014,"McKnight, D. T., Harmon, J. R., McKnight, J. L., & Ligon, D. B. (2014). Notes on the diets of seven sympatric snakes in the genera Agkistrodon, Nerodia, Sistrurus, and Thamnophis. Herpetology Notes."
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus punctatus,Anaxyrus punctatus,2,Thamnophis_cyrtopsis,_cyrtopsis,Thamnophis_cyrtopsis_cyrtopsis,,,,"Santa Cruz County, Arizona",31.46000,-111.24900,Meik_et_al_2007,"Meik, J., Mocino-Deloya, E., Sester, K. BUFO PUNCTATUS (Red-spotted Toad). PREDATION. 2007. Herpetological Review 38(2): 180-180"
Reptile,Lizard,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,Podarcis siculus campestris,Podarcis siculus campestris,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,40.74889,-73.60528,Mendyk_2007,"Mendyk, R. PODARCIS SICULA CAMPESTRIS (Italian Wall Lizard). PREDATION. 2007. Herpetological Review 38(1): 82-82"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Hylidae,Osteopilus,Osteopilus septentrionalis,Osteopilus septentrionalis,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,285,Male,United States,25.44789,-80.47922,Meshaka_1997,"Meshaka, W. OSTEOPILUS SEPTENTRIONALIS (Cuban Treefrog). PREDATION. 1997. Herpetological Review 28(3): 147-148"
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon cinereus,Plethodon cinereus,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,Juvenile,,Male,United States,38.64677,-80.61135,Messenger_et_al_2011,"Messenger, K., Shepard, N., Yirka, M. PLETHODON NETTINGI (Cheat Mountain Salamander). PREDATION. 2011. Herpetological Review 42(4): 582-583"
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon nettingi,Plethodon nettingi,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,Juvenile ,,Male,United States,38.64677,-80.61135,Messenger_et_al_2011,"Messenger, K., Shepard, N., Yirka, M. PLETHODON NETTINGI (Cheat Mountain Salamander). PREDATION. 2011. Herpetological Review 42(4): 582-583"
Reptile,Snake,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis scaliger,Thamnophis scaliger,1,Thamnophis_scalaris,,Thamnophis_scalaris,Adult,483,Male,Mexico,19.86300,-99.80300,Mocino-Deloya_et_al_2009,"Mocino-Deloya, E., Reguera, M., Setser, K., and Pleguezuelos, J. THAMNOPHIS SCALARIS (Mexican Alpine Blotched Garter Snake). OPHIOPHAGY. 2009. Herpetological Review 40(4): 442-443"
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon vehiculum,Plethodon vehiculum,2,Thamnophis_sirtalis,_pickeringii,Thamnophis_sirtalis_pickeringii,Adult,414,,United States,48.13538,-124.69846,Norman_1988,"Norman, B. PLETHODON VEHICULUM (Western Red- backed Salamander). PREDATION. 1988. Herpetological Review 19(2): 34-34"
Amphibian ,Salamander_Larvae,Chordata,Amphibia,Urodela,Rhyacotritonidae,Rhyacotriton,Rhyacotriton variegatus,Rhyacotriton variegatus,1,Thamnophis_ordinoides,,Thamnophis_ordinoides,Adult,73,,"U.S. Forest Service Rd 17N05 (T17N R3E SW1/4 Sec. 55), Del Norte County, California",41.81376,-123.88881,Norman_2002,"Norman, B. RHYACOTRITON VARIEGATUS. (Southern Torrent Salamander). PREDATION. 2002. Herpetological Review 33(4): 298-298"
Bird,Bird_Egg,Chordata,Aves,Passeriformes,Cardinalidae,Spiza,Spiza americana,Spiza americana,3,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Bird,Bird_Juvenile,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius phoeniceus,Agelaius phoeniceus,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Bird,Bird_Juvenile,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius phoeniceus,Agelaius phoeniceus,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,625,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Bird,Bird_Juvenile,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius phoeniceus,Agelaius phoeniceus,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,562,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Bird,Bird_Juvenile,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius phoeniceus,Agelaius phoeniceus,4,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,620,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Bird,Bird_Juvenile,Chordata,Aves,Passeriformes,Icteridae,Sturnella,Sturnella magna,Sturnella magna,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,755,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Bird,Bird_Juvenile,Chordata,Aves,Passeriformes,Icteridae,Sturnella,Sturnella magna,Sturnella magna,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Bird,Bird_Egg,Chordata,Aves,Passeriformes,Passerellidae,Spizella,Spizella pusilla,Spizella pusilla,3,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,,,,,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,433,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,Lumbricidae,Lumbricus,,,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,536,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,494,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,491,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,2,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,335,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,,,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,560,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Mammal,Mouse,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,,,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,494,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Mammal,Lemming,Chordata,Mammalia,Rodentia,Cricetidae,Synaptomys,Synaptomys cooperi,Synaptomys cooperi,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,675,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Mammal,Mouse,Chordata,Mammalia,Rodentia,,,,,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Mammal,Mouse,Chordata,Mammalia,Rodentia,,,,,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Mammal,Mouse,Chordata,Mammalia,Rodentia,,,,,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,,,,United States,38.93961,-88.22848,Olson_and_Warner_2001,"Olson, D., Warner, R. GRASSLAND SNAKES. DIET. 2001. Herpetological Review 32(3): 186-187"
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Aneides,Aneides hardii,Aneides hardii,1,Thamnophis_elegans,_vagrans,Thamnophis_elegans_vagrans,Adult,230,,"in the Sacramento Mountains, Water Canyon at the mouth of Telephone Canyon, ca 15.5 air km S of Cloudcroft (T17S R1 1E SE1/4 Sec. 24), Otero County, New Mexico",32.81898,-105.77165,Painter_et_al_1999,"Painter, C., Scott, N., Altenbach, M. THAMNOPHIS ELEGANS VAGRANS (Wandering Garter Snake). DIET. 1999. Herpetological Review 30(1): 48-48"
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon neomexicanus,Plethodon neomexicanus,1,Thamnophis_elegans,_vagrans,Thamnophis_elegans_vagrans,Adult,279,,"in the Jemez Mountains near Alamo Canyon, ca. 14 air km SW of Los Alamos (T18N R5E SE1/4 Sec. 9), Sandoval County, New Mexico",35.79886,-106.41703,Painter_et_al_1999,"Painter, C., Scott, N., Altenbach, M. THAMNOPHIS ELEGANS VAGRANS (Wandering Garter Snake). DIET. 1999. Herpetological Review 30(1): 48-48"
Invertebrate,Slug,Mollusca,Gastropoda,,,,,,1,Thamnophis_elegans,_vagrans,Thamnophis_elegans_vagrans,Adult,230,,"in the Sacramento Mountains, Water Canyon at the mouth of Telephone Canyon, ca 15.5 air km S of Cloudcroft (T17S R1 1E SE1/4 Sec. 24), Otero County, New Mexico",32.81898,-105.77165,Painter_et_al_1999,"Painter, C., Scott, N., Altenbach, M. THAMNOPHIS ELEGANS VAGRANS (Wandering Garter Snake). DIET. 1999. Herpetological Review 30(1): 48-48"
Fish,Fish,Chordata,Hyperartia,Petromyzontiformes,Petromyzontidae,Entosphenus,Entosphenus tridentatus,Entosphenus tridentatus,1,Thamnophis_atratus,_hydrophilus,Thamnophis_atratus_hydrophilus,Juvenile,188,,California ,41.57940,-123.53030,Parker_and_Parker_2011,"Parker, M. and Parker, E. THAMNOPHIS ATRATUS HYDROPHILUS (Oregon Gartersnake). DIET. 2011. Herpetological Review 42(3): 445-445"
Amphibian ,Salamander_Adult,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon chattahoochee,Plethodon chattahoochee,1,Thamnophis_sirtalis,_sirtalis,Thamnophis_sirtalis_sirtalis,Adult,,,United States,34.73923,-84.14109,Pierson_et_al_2014,"Pierson, T., White, E., Rajeev, M. PLETHODON CHATTAHOOCHEE (Chattahoochee Slimy Salamander). PREDATION. 2014. Herpetological Review 45(2): 302-302"
Amphibian,Frog_Tadpole,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,1,Thamnophis_atratus,,Thamnophis_atratus,,,,California ,,,Pope_et_al_2008,"Pope, K. L., Garwood, J. M., Welsh, H. H., & Lawler, S. P. (2008). Evidence of indirect impacts of introduced trout on native amphibians via facilitation of a shared predator. Biological Conservation, 141(5), 1321–1331. https://doi.org/10.1016/j.biocon.2008.03.008"
Amphibian,Frog_Tadpole,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla regilla,Pseudacris regilla,11,Thamnophis_atratus,,Thamnophis_atratus,,,,California ,,,Pope_et_al_2008,"Pope, K. L., Garwood, J. M., Welsh, H. H., & Lawler, S. P. (2008). Evidence of indirect impacts of introduced trout on native amphibians via facilitation of a shared predator. Biological Conservation, 141(5), 1321–1331. https://doi.org/10.1016/j.biocon.2008.03.008"
Amphibian ,Frog_Tadpole,Chordata,Amphibia,Anura,Ranidae,Rana,Rana cascadae,Rana cascadae,18,Thamnophis_atratus,,Thamnophis_atratus,,,,California ,,,Pope_et_al_2008,"Pope, K. L., Garwood, J. M., Welsh, H. H., & Lawler, S. P. (2008). Evidence of indirect impacts of introduced trout on native amphibians via facilitation of a shared predator. Biological Conservation, 141(5), 1321–1331. https://doi.org/10.1016/j.biocon.2008.03.008"
Fish,Fish,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss ,Oncorhynchus mykiss ,1,Thamnophis_atratus,,Thamnophis_atratus,,,,California ,,,Pope_et_al_2008,"Pope, K. L., Garwood, J. M., Welsh, H. H., & Lawler, S. P. (2008). Evidence of indirect impacts of introduced trout on native amphibians via facilitation of a shared predator. Biological Conservation, 141(5), 1321–1331. https://doi.org/10.1016/j.biocon.2008.03.008"
Fish,Fish,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Salvelinus fontinalis,Salvelinus fontinalis,17,Thamnophis_atratus,,Thamnophis_atratus,,,,California ,,,Pope_et_al_2008,"Pope, K. L., Garwood, J. M., Welsh, H. H., & Lawler, S. P. (2008). Evidence of indirect impacts of introduced trout on native amphibians via facilitation of a shared predator. Biological Conservation, 141(5), 1321–1331. https://doi.org/10.1016/j.biocon.2008.03.008"
Amphibian,Frog_Tadpole,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla regilla,Pseudacris regilla,13,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,California ,,,Pope_et_al_2008,"Pope, K. L., Garwood, J. M., Welsh, H. H., & Lawler, S. P. (2008). Evidence of indirect impacts of introduced trout on native amphibians via facilitation of a shared predator. Biological Conservation, 141(5), 1321–1331. https://doi.org/10.1016/j.biocon.2008.03.008"
Amphibian,Frog_Tadpole,Chordata,Amphibia,Anura,Ranidae,Rana,Rana cascadae,Rana cascadae,60,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,California ,,,Pope_et_al_2008,"Pope, K. L., Garwood, J. M., Welsh, H. H., & Lawler, S. P. (2008). Evidence of indirect impacts of introduced trout on native amphibians via facilitation of a shared predator. Biological Conservation, 141(5), 1321–1331. https://doi.org/10.1016/j.biocon.2008.03.008"
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,Ambystoma macrodactylum,Ambystoma macrodactylum,5,Thamnophis_sirtalis,,Thamnophis_sirtalis,,,,California ,,,Pope_et_al_2008,"Pope, K. L., Garwood, J. M., Welsh, H. H., & Lawler, S. P. (2008). Evidence of indirect impacts of introduced trout on native amphibians via facilitation of a shared predator. Biological Conservation, 141(5), 1321–1331. https://doi.org/10.1016/j.biocon.2008.03.008"
Amphibian,Frog_Tadpole,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,92,Thamnophis_atratus,,Thamnophis_atratus,,,,California and Oregon,,,Preston_and_Johnson_2012,"Daniel L. Preston, Pieter T. J. Johnson. 2012. ""Importance of Native Amphibians in the Diet and Distribution of the Aquatic Gartersnake ( Thamnophis atratus) in the San Francisco Bay Area of California,"" Journal of Herpetology, 46(2), 221-227"
Amphibian,Frog_Tadpole,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris regilla,Pseudacris regilla,118,Thamnophis_atratus,,Thamnophis_atratus,,,,California and Oregon,,,Preston_and_Johnson_2012,"Daniel L. Preston, Pieter T. J. Johnson. 2012. ""Importance of Native Amphibians in the Diet and Distribution of the Aquatic Gartersnake ( Thamnophis atratus) in the San Francisco Bay Area of California,"" Journal of Herpetology, 46(2), 221-227"
Amphibian,Frog_Tadpole,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus,Lithobates catesbeianus,1,Thamnophis_atratus,,Thamnophis_atratus,,,,California and Oregon,,,Preston_and_Johnson_2012,"Daniel L. Preston, Pieter T. J. Johnson. 2012. ""Importance of Native Amphibians in the Diet and Distribution of the Aquatic Gartersnake ( Thamnophis atratus) in the San Francisco Bay Area of California,"" Journal of Herpetology, 46(2), 221-227"
Amphibian,Frog_Tadpole,Chordata,Amphibia,Anura,Ranidae,Rana,Rana draytonii,Rana draytonii,10,Thamnophis_atratus,,Thamnophis_atratus,,,,California and Oregon,,,Preston_and_Johnson_2012,"Daniel L. Preston, Pieter T. J. Johnson. 2012. ""Importance of Native Amphibians in the Diet and Distribution of the Aquatic Gartersnake ( Thamnophis atratus) in the San Francisco Bay Area of California,"" Journal of Herpetology, 46(2), 221-227"
Amphibian,Salamander_Adult,Chordata,Amphibia,Urodela,Salamandridae,Taricha,Taricha torosa,Taricha torosa,3,Thamnophis_atratus,,Thamnophis_atratus,,,,California and Oregon,,,Preston_and_Johnson_2012,"Daniel L. Preston, Pieter T. J. Johnson. 2012. ""Importance of Native Amphibians in the Diet and Distribution of the Aquatic Gartersnake ( Thamnophis atratus) in the San Francisco Bay Area of California,"" Journal of Herpetology, 46(2), 221-227"
Amphibian,Salamander_Larvae,Chordata,Amphibia,Urodela,Salamandridae,Taricha,Taricha torosa,Taricha torosa,17,Thamnophis_atratus,,Thamnophis_atratus,,,,California and Oregon,,,Preston_and_Johnson_2012,"Daniel L. Preston, Pieter T. J. Johnson. 2012. ""Importance of Native Amphibians in the Diet and Distribution of the Aquatic Gartersnake ( Thamnophis atratus) in the San Francisco Bay Area of California,"" Journal of Herpetology, 46(2), 221-227"
Invertebrate,Leech,Annelida,Clitellata,Arhynchobdellida,,,,,9,Thamnophis_atratus,,Thamnophis_atratus,,,,California and Oregon,,,Preston_and_Johnson_2012,"Daniel L. Preston, Pieter T. J. Johnson. 2012. ""Importance of Native Amphibians in the Diet and Distribution of the Aquatic Gartersnake ( Thamnophis atratus) in the San Francisco Bay Area of California,"" Journal of Herpetology, 46(2), 221-227"
Invertebrate,Slug,Mollusca,Gastropoda,,,,,,5,Thamnophis_atratus,,Thamnophis_atratus,,,,California and Oregon,,,Preston_and_Johnson_2012,"Daniel L. Preston, Pieter T. J. Johnson. 2012. ""Importance of Native Amphibians in the Diet and Distribution of the Aquatic Gartersnake ( Thamnophis atratus) in the San Francisco Bay Area of California,"" Journal of Herpetology, 46(2), 221-227"
Reptile,Lizard,Chordata,Reptilia,Squamata,Anguidae,Barisia,Barisia levicollis,Barisia levicollis,1,Thamnophis_errans,,Thamnophis_errans,,,,Mexico,,,Puente-Rolon_et._Al_2001,"Puente-Rolon, Alberto, et al. ""Natural History Notes: Serpentes."" Herpetological Review, vol. 32, no. 4, 2001, pp. 261. "
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pretiosa,Rana pretiosa,1,Thamnophis_elegans,_vagrans,Thamnophis_elegans_vagrans,,,,"Toiyabe National Forest, Nye County, Nevada",39.35401,-116.65193,Reaser_and_Dexter_1996,"Reaser, J., Dexter, R. RANA PRETIOSA (Spotted Frog). PREDATION. 1996. Herpetological Review 27(2): 75-75"
Amphibian ,Frog_Adult,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pretiosa,Rana pretiosa,1,Thamnophis_elegans,_vagrans,Thamnophis_elegans_vagrans,,270,,"Toiyabe National Forest, Nye County, Nevada",39.35401,-116.65193,Reaser_and_Dexter_1996,"Reaser, J., Dexter, R. RANA PRETIOSA (Spotted Frog). PREDATION. 1996. Herpetological Review 27(2): 75-75"
Invertebrate,Earthworm,Annelida,Clitellata,Opisthopora,,,,,19,Thamnophis_scaliger,,Thamnophis_scaliger,Juvenile,,,Mexico,19.70000,-99.87000,Reguera_et_al_2011,"Reguera, S., Santos, X., Feriche, M., Mociño-Deloya, E., Setser, K., & Pleguezuelos, J. M. (2011). Diet and energetic constraints of an earthworm specialist, the Mesa Central Blotched Garter Snake (Thamnophis scaliger). Canadian Journal of Zoology, 89(12), 1178–1187. https://doi.org/10.1139/z11-096"
